X,Y,ObjectId,tid,stanoviste_ogc_fid,typ_odpad_separovany,komodita_odpad_separovany,objem,cyklus_vyvozu,majitel,vyvoz_1,vyvoz_2,vyvoz_3,vyvoz_4,vyvoz_5,vyvoz_6,vyvoz_7,vyvoz_1_zacatek,vyvoz_2_zacatek,vyvoz_3_zacatek,vyvoz_4_zacatek,vyvoz_5_zacatek,vyvoz_6_zacatek,vyvoz_7_zacatek,vyvoz_1_interval,vyvoz_2_interval,vyvoz_3_interval,vyvoz_4_interval,vyvoz_5_interval,vyvoz_6_interval,vyvoz_7_interval,nazev,ulice,cp,verejnost,datum_exportu,GlobalID
1844693.9502,6315964.1205,7141,12635,3088,,Papír,1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2019/07/08 00:00:00+00,,,2019/07/11 00:00:00+00,,,,7,,,7,,,,Rysova 17,Rysova,393,A,2023/04/19 00:00:00+00,{AD018A94-A535-4138-84AE-BBCB748AA4F3}
1846446.3416,6317244.5102,7142,22986,3289,,Sklo barevné,1300,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2019/12/04 00:00:00+00,,,,,,,,,,,,Vlasty Pittnerové 3,Kronova,499,A,2023/04/19 00:00:00+00,{4DD8BBD3-DB86-4DFC-B5B5-7481DDA71386}
1845836.0659,6315192.2668,7143,21417,9849,,Papír,1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/07/08 00:00:00+00,,,2019/07/11 00:00:00+00,,,,7,,,7,,,,Ostružinová 9,Ostružinová,500,A,2023/04/19 00:00:00+00,{7A43DF0F-F035-4471-8B2E-28396C3D4007}
1847098.0839,6308694.2976,7144,17384,7291,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,A,N,N,N,N,N,N,2019/01/14 00:00:00+00,,,,,,,7,,,,,,,Gorkého 41 - v domě,Gorkého,84,N,2023/04/19 00:00:00+00,{BEE775E2-9424-4AF5-B75E-81A9D823896C}
1839307.0108,6312863.7502,7145,12296,2753,,Papír,1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/01/15 00:00:00+00,,,2019/01/11 00:00:00+00,,,,7,,,7,,,Větrná 2,Větrná,559,A,2023/04/19 00:00:00+00,{2D21ABDC-860C-44E8-99EC-4637BD3EC3A2}
1843425.7318,6304520.4197,7146,22651,6649,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Oblá 33-35,Oblá,403,A,2023/04/19 00:00:00+00,{832BCBA3-200C-4DC3-BF23-0A45BFB1B1E3}
1847396.1529,6308960.4394,7147,23214,10161,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,A,N,N,N,N,N,N,2020/06/22 00:00:00+00,,,,,,,7,,,,,,,Grohova 23 - v domě,Grohova,119,N,2023/04/19 00:00:00+00,{E5761CFB-1B30-423E-A817-45D3E8300A10}
1846162.2988,6307967.4166,7148,17750,7529,,Papír,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2019/01/16 00:00:00+00,,,,,,,7,,,,,Lipová 4 - v domě,Lipová,369,N,2023/04/19 00:00:00+00,{7549461C-1541-4548-8D06-63C927E0F8E7}
1847663.8874,6305429.0635,7149,22917,10082,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2019/10/24 00:00:00+00,,,,,,,7,,,,Renneská tř. 48-50 - vnitroblok,Renneská třída,421,N,2023/04/19 00:00:00+00,{208EF37D-D7EB-4291-B674-550748114EEC}
1848462.627,6309411.3936,7150,22949,10090,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,A,N,N,N,N,N,N,2019/12/02 00:00:00+00,,,,,,,7,,,,,,,Smetanova 45 - v domě,Smetanova,763,N,2023/04/19 00:00:00+00,{1557C9B1-0C96-4707-9B64-CE80C243D8F3}
1848109.978,6311527.72,7151,22993,7853,,Papír,1100,4x týdně,SAKO,N,A,N,A,A,N,A,,2019/11/26 00:00:00+00,,2020/10/15 00:00:00+00,2019/11/29 00:00:00+00,,2020/10/18 00:00:00+00,,7,,7,7,,7,U Červeného mlýna 2,U Červeného mlýna,64,A,2023/04/19 00:00:00+00,{FCEF05CB-7849-4EDF-BC03-50A0CB8217FE}
1848314.7948,6307204.1816,7152,21398,9869,Sklo duo - barevné,Sklo barevné,1125,1x14 lichý,SAKO,A,N,N,N,N,N,N,2022/02/14 00:00:00+00,,,,,,,14,,,,,,,Jircháře 2,Jircháře,190,A,2023/04/19 00:00:00+00,{75F1BB24-B433-4AD7-983C-5798F0A1BAE5}
1850053.0931,6312999.7154,7153,12232,2592,,Papír,1100,3x týdně,SAKO,A,N,N,A,N,A,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,2021/02/06 00:00:00+00,,7,,,7,,7,,Třískalova 1,Třískalova,566,A,2023/04/19 00:00:00+00,{E8C128C8-09DE-4A14-9FCB-BDC6637A5225}
1849344.3776,6307139.6266,7154,6973,3364,Sklo duo - barevné,Sklo barevné,1125,1x14 lichý,SAKO,A,N,N,N,N,N,N,2022/02/14 00:00:00+00,,,,,,,14,,,,,,,Dornych 4 (Tesco),Dornych,404,A,2023/04/19 00:00:00+00,{7ED84F98-C5BA-42DF-B20F-878BF508CC1C}
1850990.8597,6314289.3373,7155,11774,2603,,Papír,1100,3x týdně,SAKO,A,N,N,A,N,A,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,2021/02/06 00:00:00+00,,7,,,7,,7,,Ježkova 8,Ježkova,242,A,2023/04/19 00:00:00+00,{29E3EBE3-0985-41B9-9E5E-5AF72EB7781C}
1849867.4234,6309788.5788,7156,13261,2566,,Sklo barevné,240,1x týdně,,A,N,N,N,N,N,N,2019/01/28 00:00:00+00,,,,,,,7,,,,,,,Helfertova x Černopolní,Helfertova,223,A,2023/04/19 00:00:00+00,{CF5C1C10-FCDB-4ECC-B20F-31B1922C650F}
1843284.2113,6305320.4502,7157,17479,3886,,Papír,1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/03/19 00:00:00+00,,,2019/03/22 00:00:00+00,,,,7,,,7,,,Kamínky 20,Kamínky,304,A,2023/04/19 00:00:00+00,{A0E41A16-F5B6-4F6E-93C3-D45728018B95}
1849867.4234,6309788.5788,7158,13259,2566,,Sklo barevné,240,1x týdně,,A,N,N,N,N,N,N,2019/01/28 00:00:00+00,,,,,,,7,,,,,,,Helfertova x Černopolní,Helfertova,223,A,2023/04/19 00:00:00+00,{C08F02F0-38E6-43CC-B5D5-F39F85BC9912}
1842388.5792,6305314.4389,7159,12076,2896,,Papír,1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/03/19 00:00:00+00,,,2019/03/22 00:00:00+00,,,,7,,,7,,,Plachty 8 - 10,Plachty,514,A,2023/04/19 00:00:00+00,{064F6698-A835-4316-B1F6-E6042B9077CD}
1849432.8877,6309384.1336,7160,23227,10165,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2020/07/09 00:00:00+00,,,,,,,7,,,,Nám. 28. října 19 - v domě,náměstí 28. října,1103,N,2023/04/19 00:00:00+00,{4E95158D-1224-422C-8AB3-8E6BD4AB7B23}
1846676.8398,6308234.3872,7161,19217,8489,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,A,N,N,N,N,N,N,2019/01/14 00:00:00+00,,,,,,,7,,,,,,,Jiříkovského 20-Roubalova - v domě,Jiříkovského,260,N,2023/04/19 00:00:00+00,{A0574FA3-FDE3-479F-929A-C268E57B068C}
1843462.3782,6304798.6389,7162,23228,2884,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2020/07/16 00:00:00+00,,,,7,,,7,,,,Petra Křivky  1a,Oblá,493,A,2023/04/19 00:00:00+00,{71DDF159-7184-4232-ACC2-3BB2AD40BDB9}
1848652.2821,6308348.7279,7163,12155,3601,,Papír,240,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/01/15 00:00:00+00,,,2019/01/11 00:00:00+00,,,,7,,,7,,,Solniční 3 - v domě,Solniční,630,N,2023/04/19 00:00:00+00,{FC215133-23E5-4EF4-AE81-405E80F02925}
1849917.8845,6311857.9967,7164,4634,2563,,Sklo bílé,1550,1x14 sudý,EKO-KOM,N,A,N,N,N,N,N,,2019/01/01 00:00:00+00,,,,,,,14,,,,,,Bieblova  20,Bieblova,163,A,2023/04/19 00:00:00+00,{9200E2B7-9562-4DB4-8B3C-72A04778038E}
1843088.7454,6304521.0667,7165,16241,6651,,Papír,1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/03/19 00:00:00+00,,,2019/03/22 00:00:00+00,,,,7,,,7,,,Svážná 3,Svážná,394,A,2023/04/19 00:00:00+00,{088B9BE6-AE79-4B4A-A7B0-661B35DB84CA}
1855304.9463,6299783.7587,7166,22971,3296,,Textil,1000,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2019/08/30 00:00:00+00,,,,,,,7,,,Tuřanské náměstí 35,Tuřanské náměstí,88,A,2023/04/19 00:00:00+00,{EF3B3F36-0278-4832-9AF0-B9796E7CB71C}
1848192.065,6310083.2781,7167,16739,6965,,Papír,240,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/01/15 00:00:00+00,,,2019/01/11 00:00:00+00,,,,7,,,7,,,Kotlářská 32 - v domě,Kotlářská,667,N,2023/04/19 00:00:00+00,{99A816A8-5D2D-44BF-AFA8-D686FE868153}
1842392.186,6310311.1081,7168,22934,3075,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2023/03/06 00:00:00+00,,,2023/03/09 00:00:00+00,,,,7,,,7,,,,Nálepkova x Olšová,Nálepkova,903,A,2023/04/19 00:00:00+00,{0FB81740-4806-411F-A51D-386FFE881638}
1837191.3394,6311915.4812,7169,20071,9009,,Papír,1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/01/15 00:00:00+00,,,2019/01/11 00:00:00+00,,,,7,,,7,,,Kuršova 24,Kuršova,992,A,2023/04/19 00:00:00+00,{2CDDCF76-626D-4D32-8969-A17906DEFE79}
1845523.0355,6312244.58,7170,23014,10100,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/12/17 00:00:00+00,,,2019/12/20 00:00:00+00,,,,7,,,7,,,Kvapilova 4,Kvapilova,2506,A,2023/04/19 00:00:00+00,{CB8477F4-5F46-4CD5-82EC-0CA7467A8AF6}
1838376.7584,6312810.6567,7171,19979,8969,,Papír,1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/01/15 00:00:00+00,,,2019/01/11 00:00:00+00,,,,7,,,7,,,Nad Přehradou 12,Nad Přehradou,1394,A,2023/04/19 00:00:00+00,{EC21F86A-EE0D-4593-AE40-006BA31B1624}
1846796.2299,6308488.2488,7172,12737,2419,,Papír,1100,3x týdně,EKO-KOM,A,N,A,N,N,A,N,2019/01/14 00:00:00+00,,2019/04/10 00:00:00+00,,,2019/04/13 00:00:00+00,,7,,7,,,7,,Všetičkova 13,Všetičkova,246,A,2023/04/19 00:00:00+00,{7FBF5D2B-72EC-4BCB-A765-A080824E51F4}
1848402.0136,6306333.1388,7173,22940,7479,,Papír,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2021/05/04 00:00:00+00,,,,,,,7,,,,,,Křídlovická 55 - v domě,Křídlovická,356,N,2023/04/19 00:00:00+00,{C29712B0-747E-411E-9FCF-7A9C7E8EC3B1}
1840165.9854,6304684.4145,7174,17490,2518,,Papír,1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/03/18 00:00:00+00,,,2019/03/21 00:00:00+00,,,,7,,,7,,,,Bosonožské náměstí 35,Bosonožské náměstí,669,A,2023/04/19 00:00:00+00,{650FDD49-D6D6-49DB-A3C2-C80183306768}
1837826.2723,6312187.366,7175,16019,2693,,Papír,1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/01/15 00:00:00+00,,,2019/01/11 00:00:00+00,,,,7,,,7,,,Ečerova 3,Ečerova,956,A,2023/04/19 00:00:00+00,{9F3AB482-2705-4A66-89F6-1DDAF30FCE82}
1846446.3416,6317244.5102,7176,22987,3289,,Sklo bílé,1300,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2019/12/04 00:00:00+00,,,,,,,,,,,,Vlasty Pittnerové 3,Kronova,499,A,2023/04/19 00:00:00+00,{8AB30ACC-2B19-4A5D-9C8E-BA444358B272}
1843275.072,6302477.8612,7177,22674,5290,,Sklo barevné,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2019/08/15 00:00:00+00,,,,,,,7,,,,Točná,,247,A,2023/04/19 00:00:00+00,{A92D9113-1B1C-499B-8DAC-4E911E1E17FD}
1849315.7908,6307913.1616,7178,16834,7010,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,A,N,N,N,N,N,N,2019/01/14 00:00:00+00,,,,,,,7,,,,,,,Novobranská 6 - v domě,Novobranská,551,N,2023/04/19 00:00:00+00,{693E8A97-ED26-4D3A-9277-A2274D9758F6}
1844761.1872,6316408.9702,7179,16503,6852,,Papír,1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/07/08 00:00:00+00,,,2019/07/11 00:00:00+00,,,,7,,,7,,,,V Újezdech 12,K Rybníku,610,A,2023/04/19 00:00:00+00,{C960A1C5-A0FA-4D20-A5AE-6AE55D71A799}
1848325.8265,6309485.1323,7180,19223,8492,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,A,N,N,N,N,N,N,2019/12/02 00:00:00+00,,,,,,,7,,,,,,,Botanická 12 - v domě,Botanická,599,N,2023/04/19 00:00:00+00,{F733F837-E8FD-44D5-A017-769E32C43365}
1849147.4312,6307588.3371,7181,11688,3580,,Papír,240,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/01/15 00:00:00+00,,,2019/01/11 00:00:00+00,,,,7,,,7,,,Františkánská 7 - v domě,Františkánská,498,N,2023/04/19 00:00:00+00,{40A3887D-FBEB-448A-8398-3DC996181FAC}
1851288.4946,6314037.8238,7182,22998,2575,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,3x týdně,SAKO,A,N,N,A,N,A,N,2019/12/09 00:00:00+00,,,2019/12/05 00:00:00+00,,2019/12/07 00:00:00+00,,7,,,7,,7,,Blažkova 1,Blažkova,13,A,2023/04/19 00:00:00+00,{DD4C0346-183D-49F7-9A9B-D212A571B469}
1845971.308,6315457.1307,7183,18241,7851,,Papír,1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/07/08 00:00:00+00,,,2019/07/11 00:00:00+00,,,,7,,,7,,,,Jabloňová 5,Podpěrova,570,A,2023/04/19 00:00:00+00,{017537CF-1AC4-4388-90E0-DCDBC0615166}
1845006.7023,6310099.2947,7184,12193,3017,,Papír,1100,4x týdně,SAKO,N,A,A,N,A,N,A,,2019/01/15 00:00:00+00,2021/05/12 00:00:00+00,,2019/01/11 00:00:00+00,,2021/02/21 00:00:00+00,,7,7,,7,,7,Šmejkalova x  Jana Nečase,Jana Nečase,363,A,2023/04/19 00:00:00+00,{9DB901C2-6DA6-48CC-B8B0-F3B29E7D979B}
1837826.2723,6312187.366,7185,16020,2693,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/12/10 00:00:00+00,,,2019/12/13 00:00:00+00,,,,7,,,7,,,Ečerova 3,Ečerova,956,A,2023/04/19 00:00:00+00,{AF58F759-C5C8-4AA4-AD19-093926533BD1}
1846783.3614,6307210.8927,7186,22658,10149,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2019/01/23 00:00:00+00,,,,,,,7,,,,,Hlinky 34 - v domě,Hlinky,216,N,2023/04/19 00:00:00+00,{543C42A6-4400-4474-9757-905F8DAD6C4A}
1838144.5125,6312060.3956,7187,20064,2696,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/12/10 00:00:00+00,,,2019/12/13 00:00:00+00,,,,7,,,7,,,Fleischnerova 11,Fleischnerova,932,A,2023/04/19 00:00:00+00,{EBA9633B-56B4-41F6-827D-0B2261598BEE}
1847011.032,6307927.3684,7188,22672,3794,,Sklo barevné,240,1x týdně,SAKO,A,N,N,N,N,N,N,2019/08/19 00:00:00+00,,,,,,,7,,,,,,,Tomešova 10a,,971,A,2023/04/19 00:00:00+00,{63DD122A-0CD3-4D24-A704-2313897E0E04}
1837965.1434,6312398.7036,7189,16018,6483,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/12/10 00:00:00+00,,,2019/12/13 00:00:00+00,,,,7,,,7,,,Ečerova 19,Ečerova,964,A,2023/04/19 00:00:00+00,{4A689900-40C9-4AE4-9F60-97841E645447}
1842015.6812,6305089.6048,7190,16277,6669,,Papír,1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/03/19 00:00:00+00,,,2019/03/22 00:00:00+00,,,,7,,,7,,,Slunečná 2,Slunečná,479,A,2023/04/19 00:00:00+00,{9F2DA263-3A41-4F5E-8D48-8D43CB7D3193}
1838166.6539,6312181.5373,7191,20066,2697,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/12/10 00:00:00+00,,,2019/12/13 00:00:00+00,,,,7,,,7,,,Fleischnerova 19,Fleischnerova,936,A,2023/04/19 00:00:00+00,{5176BC8A-D7BA-4A98-A5B4-5E25E74504C5}
1843489.3175,6305380.5807,7192,12702,3546,,Papír,1100,2x týdně,EKO-KOM,N,A,N,N,A,N,N,,2019/03/19 00:00:00+00,,,2019/03/22 00:00:00+00,,,,7,,,7,,,Úpatní 44,Úpatní,189,A,2023/04/19 00:00:00+00,{9C48B2A4-5227-4D92-8F25-F019E8BC09D9}
1851516.0984,6308488.9984,7193,23202,3043,,Papír,1100,3x týdně,SAKO,A,N,N,A,N,N,A,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,2020/03/22 00:00:00+00,7,,,7,,,7,Krokova 52,Krokova,615,A,2023/04/19 00:00:00+00,{D3CA9E45-8F06-47BC-9C5D-178B7063D4A1}
1847011.032,6307927.3684,7194,22673,3794,,Sklo barevné,240,1x týdně,SAKO,A,N,N,N,N,N,N,2019/08/19 00:00:00+00,,,,,,,7,,,,,,,Tomešova 10a,,971,A,2023/04/19 00:00:00+00,{B622F20B-BE82-4231-8D0B-DE79D10B3395}
1843275.072,6302477.8612,7195,22675,5290,,Sklo barevné,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2019/08/15 00:00:00+00,,,,,,,7,,,,Točná,,247,A,2023/04/19 00:00:00+00,{AAD906C3-0EC8-4485-A72B-530B68D90A64}
1843646.111,6302685.7039,7196,22684,2980,,Sklo barevné,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2019/08/15 00:00:00+00,,,,,,,7,,,,Točná x Malostranská,Točná,207,A,2023/04/19 00:00:00+00,{CB941923-97B0-48C6-81C1-D4EDE383B6EA}
1848333.7747,6307423.6044,7197,22664,10008,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,A,N,N,N,N,N,,2019/07/23 00:00:00+00,,,,,,,7,,,,,,Kopečná 46 - v domě,Kopečná,326,N,2023/04/19 00:00:00+00,{D4F513A1-736D-4C59-AEC9-B02EBEE06D66}
1839465.886,6313325.3793,7198,12075,4432,,Papír,1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/01/15 00:00:00+00,,,2019/01/11 00:00:00+00,,,,7,,,7,,,Píškova 2-12,Píškova,1060,A,2023/04/19 00:00:00+00,{00B46FD5-2E5B-4DA4-8E9B-C808D1849405}
1848914.8068,6307660.9356,7199,12113,4233,,Papír,240,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/01/15 00:00:00+00,,,2019/01/11 00:00:00+00,,,,7,,,7,,,Radnická 11 - v domě,Radnická,376,N,2023/04/19 00:00:00+00,{2CF01D43-5898-4D6A-A23A-3541926D4167}
1844837.4744,6304132.1644,7200,22676,4872,,Sklo barevné,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2019/08/15 00:00:00+00,,,,,,,7,,,,Okrouhlá 17,Okrouhlá,426,A,2023/04/19 00:00:00+00,{8768B499-0F9E-4C49-802E-E99B4BE4A63D}
1835117.4684,6309632.5947,7201,17320,2455,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,,,7,,,7,,,Za kněžským hájkem 1a,Bešůvka,782,A,2023/04/19 00:00:00+00,{CB0A1ABC-8DB4-4351-8ADA-30484A3661F8}
1851569.7989,6312805.0662,7202,10940,2597,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,3x týdně,SAKO,A,N,N,A,N,A,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,2019/04/20 00:00:00+00,,7,,,7,,7,,Soběšická x Vyhlídka,,1936,A,2023/04/19 00:00:00+00,{F4902CBF-22AD-4D46-B581-7AAA75CF1853}
1850413.5568,6309812.6198,7203,19898,8929,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,3x týdně,SAKO,A,N,N,A,N,A,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,2019/04/20 00:00:00+00,,7,,,7,,7,,Jugoslávská x Hoblíkova,Hoblíkova,572,A,2023/04/19 00:00:00+00,{D1C49F30-B8C6-4B9C-A6CA-D12FA0F09B38}
1852892.742,6309758.5573,7204,22372,3714,Sklo duo - barevné,Sklo barevné,1125,1x14 sudý,SAKO,N,A,N,N,N,N,N,,2022/02/08 00:00:00+00,,,,,,,14,,,,,,Meluzínova x Komprdova,Meluzínova,3792,A,2023/04/19 00:00:00+00,{7D878F04-C434-489A-A68B-F922880033CD}
1843349.7896,6303942.0106,7205,11892,2972,,Papír,1100,Na výzvu,SAKO,N,N,N,N,N,N,N,,,,,,,,,,,,,,,Labská 27 - TŘÍĎOUN,Labská,269,N,2023/04/19 00:00:00+00,{9866015B-69C9-4E94-B21A-BF9B652E6D97}
1856134.2543,6309864.4676,7206,12448,3354,,Papír,1100,3x týdně,EKO-KOM,A,N,N,A,N,A,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,2021/02/06 00:00:00+00,,7,,,7,,7,,Houbalova 3,Houbalova,2087,A,2023/04/19 00:00:00+00,{72B4BBDB-AE6F-48CA-9C8C-816C7882BCC4}
1850919.8601,6311097.1528,7207,14839,2548,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,3x týdně,SAKO,A,N,N,A,N,A,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,2019/04/20 00:00:00+00,,7,,,7,,7,,Tišnovská x Maškova,Tišnovská,1513,A,2023/04/19 00:00:00+00,{A882676B-4EAE-4483-A010-5B5DF4E247CC}
1850053.0931,6312999.7154,7208,11011,2592,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,3x týdně,SAKO,A,N,N,A,N,A,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,2019/04/20 00:00:00+00,,7,,,7,,7,,Třískalova 1,Třískalova,566,A,2023/04/19 00:00:00+00,{F7A5ED7E-8CFE-4A70-A9BE-D1C1EE7FC53D}
1851017.0754,6315035.0915,7209,10481,3711,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,3x týdně,SAKO,A,N,N,A,N,A,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,2019/04/20 00:00:00+00,,7,,,7,,7,,Dusíkova - vedle SSO,Kupkova,635,A,2023/04/19 00:00:00+00,{9C2479EF-E645-4CA5-83BF-D4118599AC71}
1848463.1614,6307711.169,7210,22532,9613,,Papír,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2019/05/23 00:00:00+00,,,,,,,7,,,,Husova 8a - v domě,Husova,256,N,2023/04/19 00:00:00+00,{60BA6FCE-4414-41B6-9C41-F89599D1F7D5}
1855712.2978,6309422.1272,7211,12810,3771,,Papír,1100,3x týdně,SAKO,A,N,N,A,N,A,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,2021/02/06 00:00:00+00,,7,,,7,,7,,Strnadova,Sedláčkova,2902,A,2023/04/19 00:00:00+00,{2206FF73-C5BB-4D91-9D2B-A6C8881F6D8C}
1845693.744,6304119.7859,7212,21800,3885,,Papír,1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Uzbecká 7,Uzbecká,708,A,2023/04/19 00:00:00+00,{DB238332-F41D-4838-9C73-A5EEDD9EBB10}
1850555.0105,6314501.1879,7213,11233,3092,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,3x týdně,EKO-KOM,A,N,N,A,N,A,N,2019/04/22 00:00:00+00,,,2019/04/25 00:00:00+00,,2019/05/04 00:00:00+00,,7,,,7,,7,,Haškova 5,Haškova,142,A,2023/04/19 00:00:00+00,{98B7E5A1-BD48-4157-AD06-04FF7CB09E8C}
1849943.8331,6307527.8501,7214,11872,2636,,Papír,1100,6x týdně,SAKO,A,A,A,A,A,A,N,2019/01/14 00:00:00+00,2022/05/24 00:00:00+00,2020/01/22 00:00:00+00,2022/05/26 00:00:00+00,2020/01/24 00:00:00+00,2022/05/28 00:00:00+00,,7,7,7,7,7,7,,Křenová x Vlhká,Vlhká,89,A,2023/04/19 00:00:00+00,{B0DA7196-69A4-4B55-8050-39173ED14F19}
1858459.0839,6309093.0364,7215,16306,6692,,Papír,1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Holzova 7,bratří Pelíšků,938,A,2023/04/19 00:00:00+00,{A479242C-F445-425F-A057-8379AAD7D82A}
1846041.673,6317243.2994,7216,12441,3291,,Papír,1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Horácké nám. 7,Horácké náměstí,1469,A,2023/04/19 00:00:00+00,{0C6059F9-674F-4521-9EA3-1968F6CCBE6A}
1850461.2683,6318053.8342,7217,22335,2415,Sklo duo - barevné,Sklo barevné,1125,1x14 lichý,SAKO,A,N,N,N,N,N,N,2022/02/14 00:00:00+00,,,,,,,14,,,,,,,Síčka 2,Zeiberlichova,1,A,2023/04/19 00:00:00+00,{78CA7518-ED4A-47C7-9292-12497313C181}
1848539.9718,6310788.5982,7218,20498,9309,Sklo duo - barevné,Sklo barevné,1125,1x14 lichý,SAKO,N,A,N,N,N,N,N,,2022/02/15 00:00:00+00,,,,,,,14,,,,,,Rybníček x Střední,Střední,330,A,2023/04/19 00:00:00+00,{CD610FCA-77BC-4D3E-B19F-B01B11119038}
1845872.1,6310251.9989,7219,22519,3471,,Sklo barevné,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2019/08/14 00:00:00+00,,,,,,,7,,,,,Eleonory Voračické 39,Eleonory Voračické,1205,A,2023/04/19 00:00:00+00,{11492564-93A5-4826-B784-AD06CBEAB29B}
